nom_produit;prix_achat_ht;stock_actuel;etat
"A20P Peeling 10x5ml - MCCM";101.400000;0;Désactivé
"ACTIPOCHE Coussin Thermique 10 x 15 cm";2.000000;10;Activé
"AGE REBOOST - Crème Restructurante Anti-Âge | Vivacy";50.000000;2;Activé
"AIGUILLE MÉSOTHÉRAPIE 27G/0.4x12 mm";0.000000;0;Désactivé
"Aiguille TSK The Invisible Needle 34g*9 mm";67.000000;8;Activé
"AIGUILLES MESBIO 27G/0.4x4 MM";11.130000;-3;Activé
"AIGUILLES MESBIO 27G/0.4x6 MM";26.000000;2;Activé
"AIGUILLES MESBIO 27G/0.4x8 MM";11.190000;-3;Activé
"AIGUILLES MESBIO 30Gx12 MM (Paroi ultra fine)";17.150000;1;Activé
"AIGUILLES MESBIO 30Gx4 MM (Paroi ultra fine)";16.870000;7;Activé
"AIGUILLES MESBIO 30Gx8 MM (Paroi ultra fine)";16.800000;5;Activé
"AIGUILLES MESBIO 31G/0.25x6MM";26.000000;5;Activé
"AIGUILLES MESBIO 31Gx0.25*6 MM (Paroi ultra fine)";20.300000;-1;Activé
"AIGUILLES MESBIO 31Gx12 MM (Paroi ultra fine)";20.300000;3;Activé
"AIGUILLES MESBIO 31Gx4 MM (Paroi ultra fine)";19.600000;6;Activé
"AIGUILLES MESBIO 31Gx8 MM (Paroi ultra fine)";20.300000;6;Activé
"AIGUILLES MESBIO 32Gx12 MM (Paroi ultra fine)";24.500000;5;Activé
"AIGUILLES MESBIO 32Gx4 MM (Paroi ultra fine)";24.500000;8;Activé
"AIGUILLES MESBIO 32Gx8 MM (Paroi ultra fine)";24.500000;6;Activé
"AIGUILLES MESBIO 33G/0.23x12 MM";34.300000;5;Activé
"AIGUILLES MESBIO 33G/0.23x4 MM";34.360000;5;Activé
"AIGUILLES MESBIO 33G/0.23x8 MM";34.300000;5;Activé
"AIGUILLES MESBIO 34Gx12 MM (Paroi ultra fine)";46.260000;8;Activé
"AIGUILLES MESBIO 34Gx4 MM (Paroi ultra fine)";47.660000;4;Activé
"AIGUILLES MESBIO 34Gx8 MM (Paroi ultra fine)";47.660000;3;Activé
"AIGUILLES MÉSOTHÉRAPIE PIC";0.000000;0;Désactivé
"AIGUILLES MÉSOTHÉRAPIE TSK 30G";0.000000;0;Désactivé
"AKN-ID 4x2,5ml - INNOAESTHETICS";28.000000;6;Activé
"Anti-Acne Peel 50ml - L'Esthetic Paris";41.300000;8;Activé
"Anti-Age Intensif Anti-Rides Visage - CEBELIA";21.000000;0;Activé
"Anti-Aging Peel 50ml - L'Esthetic Paris";41.000000;5;Activé
"ANTIAGING COCKTAIL 5x10ml - MCCM";38.400000;13;Activé
"AQUA LISS’ HA - Masque Hydratant Repulpant 5x8ml | Vivacy";0.000000;0;Désactivé
"AQUA LISS’ HA - Masque Hydratant Repulpant 8ml | Vivacy";0.000000;0;Désactivé
"Aqualyx 10x8ml";121.800000;0;Activé
"ART FILLER FINE LINES 2x1ml - FILLMED";94.770000;0;Activé
"ART FILLER LIPS 2x1ml - FILLMED";103.800000;0;Activé
"ART FILLER UNIVERSAL 2x1ml - FILLMED";103.800000;0;Activé
"ART FILLER VOLUME 2x1ml - FILLMED";110.400000;0;Activé
"Artichoke 100 x 5ml - MCCM";46.140000;3;Activé
"Artichoke 20 x 5ml - MCCM";17.000000;12;Activé
"ARTICHOKE 20x2ml - SIMILDIET";27.930000;0;Activé
"Asian Centella 20 x 5ml - MCCM";23.940000;11;Activé
"B-Complex vitamines - MCCM";27.540000;5;Activé
"B. Braun Seringues à Dosage Fin Injekt-F";0.000000;1987;Activé
"BASKETS GHOUD GUEST RMLW";0.000000;0;Désactivé
"Baume L.C.E- CEBELIA";12.190000;0;Activé
"BELOTERO  Volume Lidocaine";147.000000;2;Activé
"BELOTERO Balance";63.000000;0;Désactivé
"BELOTERO Balance Lidocaine";63.000000;4;Activé
"BELOTERO Hydro";35.000000;0;Désactivé
"BELOTERO Intense";63.000000;0;Désactivé
"BELOTERO Lidocaine Intense";63.000000;1;Activé
"Belotero Lips Contour 1x0,6ml - MERZ";53.950000;0;Activé
"Belotero Lips Shape 1x0,6ml";53.950000;0;Activé
"Belotero Revive";49.950000;1;Activé
"Belotero Soft 1ml";55.650000;0;Désactivé
"Belotero Soft Lidocaine";57.950000;6;Activé
"BELOTERO Volume";166.250000;0;Désactivé
"Bio C  5x2ml - INNOAESTHETICS";24.510000;14;Activé
"Biotine Hixidrin 20 x 2ml - MCCM";25.140000;3;Activé
"BTX ARGIRELINE 20x2ml - MCCM";21.000000;15;Activé
"BTX DMAE 1x10ml - MCCM";13.000000;1;Activé
"BTX DMAE 5x10ml - MCCM";64.950000;11;Activé
"BTX Gold Cream - MCCM";47.940000;1;Activé
"Caféine 10% 100 x 1ml - MCCM -Tonifie la peau et aide à réduire la cellulite";107.400000;0;Activé
"Caféine 10% 20 x 1ml - MCCM - (Tonifie la peau et aide à réduire la cellulite)";20.540000;33;Activé
"CANULES DE PRECISION MAGIC NEEDLE 18G90";47.250000;11;Activé
"Canules Magic Needle 22G/57 (boite de 25 canules)";47.250000;15;Activé
"Canules Magic Needle 22G/70 (boite de 25 canules)";47.500000;14;Activé
"Canules Magic Needle 22G/90 (boite de 25 canules)";47.500000;12;Activé
"Canules Magic Needle 25G/50 (boite de 25 canules)";47.500000;56;Activé
"Canules Magic Needle 25G/60 (boite de 25 canules)";47.500000;26;Activé
"Canules Magic Needle 27G/37 (boite de 25 canules)";47.500000;0;Activé
"Canules Magic Needle 30G/27 (boite de 25 canules)";47.500000;23;Activé
"Canules MERZ AESTHETICS 20u (22G 25G, 27G / 25mm, 28mm, 50mm)";0.000000;0;Activé
"CELL SHOT - Sérum Régénérant Cellulaire | Vivacy";42.500000;2;Activé
"CELLBOOSTER GLOW - Suiselle";103.500000;2;Activé
"CELLBOOSTER HAIR - Suiselle";105.000000;17;Activé
"CELLBOOSTER LIFT - Suiselle";103.500000;17;Activé
"CELLBOOSTER SHAPE - Suiselle";103.500000;15;Activé
"CELLESTABYL Anti cellulite ( double menton cellulite localisée) 20x1ml - MCCM";25.000000;11;Activé
"CELLULITE COCKTAIL (meso) 10x5 ml - MCCM";34.090000;14;Activé
"CELLULITE COCKTAIL (meso) 5x10ml - MCCM";35.400000;0;Activé
"Chondroitin Mesoplus 20 x 2ml - MCCM";20.940000;0;Activé
"Circle Contour -Réduit les cernes- MCCM";23.150000;16;Activé
"CLH Lipase 5x10ml - MCCM";59.400000;9;Activé
"Cliniprep 100ml - DP DERMACEUTICALS";7.570000;0;Activé
"Cliniprep 500ml - DP DERMACEUTICALS";16.000000;0;Désactivé
"Collagenase 5x1500 U.I. - MCCM";77.990000;29;Activé
"COLLAGÈNE ANTI-AGE À BOIRE - MCCM";30.800000;0;Activé
"COLLAGÈNE MARIN ANTI-AGE À BOIRE (10x50ml) -  HYAMIRA";27.930000;0;Activé
"COLLAGENE PYRUVATE 20x2ml - MCCM";21.370000;12;Activé
"CONDROTROFIN 20x2ml - SIMILDIET";29.110000;6;Activé
"Connecteur Radiesse BAXTER";0.010000;0;Activé
"copy of Anti-Acne Peel 50ml - L'Esthetic Paris";41.300000;0;Désactivé
"Crème 24H DNA Platinum";0.000000;0;Désactivé
"CREME A L'ARGIRELINE ANTI RIDE - MCCM";37.200000;6;Activé
"CRÈME ANTIAGE";21.000000;0;Désactivé
"CRÈME ANTISMOG";0.000000;0;Désactivé
"CRÈME ATOPICAL - MCCM";29.340000;0;Activé
"CRÈME CHAMPAGNE";32.939999;0;Désactivé
"Crème Confort Hydratante Apaisante Protectrice - CEBELIA";15.000000;0;Activé
"Crème dorée BTX";0.000000;0;Désactivé
"Crème douce équilibre";0.000000;0;Désactivé
"CRÈME GLUTATHION";0.000000;0;Désactivé
"CRÈME HYDRAFACE";0.000000;0;Désactivé
"CRÈME KERA BALANCE - PRÉ-PEEL";17.280000;0;Désactivé
"Crème magique XR Cell";41.940000;0;Désactivé
"Crème Mains Nourrissante & Protectrice Ongles - CEBELIA";0.000000;0;Désactivé
"CRÈME PORES skin REPAIR";32.340000;1;Activé
"CRÈME PROTEOHYDRA";0.000000;0;Désactivé
"CRÈME PURIFIANTE";0.000000;0;Désactivé
"Crème Radiant - MCCM";29.940000;0;Désactivé
"CRÈME SMART ANTI-AGING";0.000000;0;Désactivé
"CRÈME VITAMINE C 180";0.000000;0;Désactivé
"Crème VLIFTING - MCCM";29.940000;5;Activé
"CRÈME WA ARBUTINE - MCCM";37.200000;16;Activé
"Crème Main Anti-tâches -CEBELIA";9.160000;4;Activé
"Cynara Plus+ 4x5ml - INNOAESTHETICS";23.310000;0;Activé
"CytoCare  516 (10x5ml)";129.949999;5;Activé
"CytoCare  516 (5x5ml)";80.000000;0;Activé
"CytoCare  HairCare (10x5ml)";124.950000;6;Activé
"CytoCare 502 (10x5ml)";93.050000;0;Activé
"CytoCare 532 (10x5ml)";155.000000;4;Activé
"CytoCare 532 (5x5ml)";175.000000;0;Activé
"DECORIA Intense";25.000000;0;Désactivé
"DECORIA Voluma";25.000000;0;Désactivé
"Definisse Ancorage Threads 31,6 cm";825.000000;0;Désactivé
